"Quantum state","probability"
"000000000	","0.0029129604808986187"
"000000001	","0.004206001292914152"
"000000010	","0.00035888011916540563"
"000000011	","0.00026404630625620484"
"000000100	","0.0022074130829423666"
"000000110	","0.0001217899116454646"
"000000111	","1.2424213480244362e-7"
"000001000	","0.002496801782399416"
"000001001	","0.0007433810969814658"
"000001010	","0.002117755124345422"
"000001100	","0.000008509542567480821"
"000001101	","0.0000074874319579976145"
"000010000	","0.00011395071487640962"
"000010001	","0.0007866700179874897"
"000010010	","0.00003955175634473562"
"000010011	","0.0003121458285022527"
"000010100	","0.0012612181017175317"
"000010101	","0.00002984712591569405"
"000010110	","0.0001952886814251542"
"000010111	","0.0000015913535662548384"
"000011000	","0.000005080951268610079"
"000011010	","0.0002545171300880611"
"000011100	","0.0001245189196197316"
"000100000	","0.002266786526888609"
"000100001	","0.00037985146627761424"
"000100010	","0.0055182515643537045"
"000100100	","0.025936927646398544"
"000100101	","5.57686462343554e-7"
"000100110	","0.00008452145993942395"
"000101000	","0.0011551212519407272"
"000101001	","0.00012769347813446075"
"000101010	","0.001343049225397408"
"000101100	","0.0013398845912888646"
"000101110	","0.00005110891652293503"
"000101111	","0.0002540597633924335"
"000110000	","0.00023708719527348876"
"000110011	","0.00009112959378398955"
"000110100	","0.00023092006449587643"
"000110110	","0.0038495613262057304"
"000111000	","0.001309871906414628"
"000111010	","0.0008087364840321243"
"000111100	","0.0007612825720570982"
"000111101	","0.00025334476958960295"
"001000000	","0.0018046528566628695"
"001000001	","0.000639932113699615"
"001000010	","0.0000023064983452059096"
"001000100	","0.008411591872572899"
"001000110	","0.00037535946466960013"
"001000111	","0.00020192096417304128"
"001001000	","0.002461045980453491"
"001001010	","0.00007579439989058301"
"001001100	","0.0001588930463185534"
"001001101	","0.00004449054176802747"
"001001110	","0.000044848478864878416"
"001001111	","0.0001481215876992792"
"001010000	","0.001844349899329245"
"001010001	","0.001121668377891183"
"001010011	","0.000041828181565506384"
"001010100	","0.0005454461788758636"
"001011000	","0.000001830066139518749"
"001011001	","0.0000024649116312502883"
"001100000	","0.012703632935881615"
"001100001	","0.0011475352803245187"
"001100010	","0.0018909857608377934"
"001100100	","0.009490528143942356"
"001100101	","0.0018560322932898998"
"001100110	","0.0010279659181833267"
"001101000	","0.0006635618046857417"
"001101010	","0.0031025323551148176"
"001101100	","0.007143870461732149"
"001101101	","0.0010363804176449776"
"001110000	","0.000010443546671012882"
"001110010	","0.000010879164619836956"
"001110100	","0.00021754355111625046"
"001110101	","0.00007546681445091963"
"001111000	","0.0010280705755576491"
"001111010	","0.0008187895291484892"
"001111100	","0.0026510164607316256"
"010000000	","0.02642240561544895"
"010000001	","0.0000921971004572697"
"010000010	","0.0014629221986979246"
"010000011	","0.00007321794691961259"
"010000100	","0.0004514697357080877"
"010000101	","0.0000014023887615621788"
"010000110	","0.0008023260161280632"
"010001000	","0.000005163976766198175"
"010001001	","0.0000040980316953209694"
"010001010	","0.0003741502878256142"
"010001011	","0.000003927895704691764"
"010001100	","0.002457875059917569"
"010001110	","0.0010616411454975605"
"010010000	","0.00040645545232109725"
"010010001	","0.002768163103610277"
"010010010	","0.0003372797800693661"
"010010100	","0.0009895493276417255"
"010010111	","0.00035426983959041536"
"010011000	","0.0022841808386147022"
"010011011	","0.0001759268343448639"
"010011100	","1.3266740950257372e-7"
"010100000	","7.896015858932515e-7"
"010100001	","0.001377713750116527"
"010100010	","0.0001862615317804739"
"010100100	","0.000593181059230119"
"010100101	","0.0013399828458204865"
"010100110	","0.0014973797369748354"
"010101000	","0.0016561024822294712"
"010101001	","0.0019185874843969941"
"010101010	","0.00009308555308962241"
"010101011	","0.0003217599296476692"
"010101100	","0.0008744141086935997"
"010101101	","0.0004061824001837522"
"010101110	","0.00041449881973676383"
"010110001	","0.0006643637316301465"
"010110010	","0.0010623005218803883"
"010110011	","0.000030711373256053776"
"010110100	","0.000023709579181740992"
"010110110	","0.0000867710477905348"
"010111000	","0.001146602095104754"
"010111001	","0.00014026591088622808"
"010111100	","0.0009742039255797863"
"011000000	","0.03098341077566147"
"011000001	","0.00000230742443818599"
"011000010	","0.0015038190176710486"
"011000011	","0.00022484533837996423"
"011000100	","0.0037117789033800364"
"011000101	","6.914350342279718e-11"
"011000110	","0.000059077214245917276"
"011000111	","0.00046345911687240005"
"011001000	","0.00011120817362098023"
"011001001	","0.000005389153102441924"
"011001010	","0.00781414657831192"
"011001101	","0.00009243526437785476"
"011010000	","0.0021574648562818766"
"011010001	","0.0003989599645137787"
"011010010	","0.0004492535372264683"
"011010100	","0.00007594385533593595"
"011010101	","0.0000459574512206018"
"011010110	","0.00002599543222459033"
"011011000	","0.0024846806190907955"
"011011010	","0.00005600291842711158"
